,tweets,ano
0,AUDIÊNCIA PÚBLICA PARA DISCUSSÃO DO ASSÉDIO MORAL AOS OPERADORES DE TELEMARKETING NO MINISTÉRIO DO TRABALHO. https://fb.me/2suliKMyO,2015
1,@programacentral fico constrangido com o assédio das mulheres com minha pessoa... Mulheres telemarketing me ligando tido dia #Constrangido98,2015
2,"Hoje, o Ministério Público do Trabalho discute o Assédio Moral no setor de Telemarketing ow.ly/i/duIkj",2015
3,SP: MPT em Campinas mira assédio moral a funcionários de telemarketing https://goo.gl/fb/MMf0q9,2015
4,Audiência pública debate o assédio moral no setor de telemarketing https://almeidaconsultores.wordpress.com/2015/09/28/audiencia-publica-debate-o-assedio-moral-no-setor-de-telemarketing,2015
5,"MPT em Campinas, SP, mira assédio moral a funcionários de telemarketing https://fb.me/7wsjDsjGv",2015
6,"MPT em Campinas, SP, mira assédio moral a funcionários de telemarketing - https://goo.gl/alerts/rmpa #Rh #telemarketing #callcenter",2015
7,"MPT em Campinas, SP, mira assédio moral a funcionários de telemarketing https://fb.me/5nqhzKWFr",2015
8,"MPT em Campinas, SP, mira assédio moral a funcionários de telemarketing: Número de empresas autuadas subiu 38%... glo.bo/1FndD4j",2015
9,"MPT em Campinas, SP, mira assédio moral a funcionários de telemarketing: Número de empresas autuadas subiu 38%... glo.bo/1FndD4j",2015
10,"MPT em Campinas, SP, mira assédio moral a funcionários de telemarketing: Número de empresas autuadas subiu 38%... glo.bo/1gVWkvm",2015
11,"MPT em Campinas, SP, mira assédio moral a funcionários de telemarketing: Número de empresas autuadas subiu 38%... glo.bo/1gVWkvm",2015
12,"MPT em Campinas, SP, mira assédio moral a funcionários de telemarketing: Número de empresas autuadas subiu 38%... glo.bo/1gVWkvm",2015
13,"MPT em Campinas, SP, mira assédio moral a funcionários de telemarketing: Número de empresas autuadas subiu 38%... glo.bo/1gVWkvm",2015
14,"MPT em Campinas, SP, mira assédio moral a funcionários de telemarketing https://goo.gl/fb/ZXX9Du",2015
15,"New post: ""MPT em Campinas, SP, mira assédio moral a funcionários de telemarketing"" ift.tt/1LSNDdX",2015
16,"MPT em Campinas, SP, mira assédio moral a funcionários de telemarketing https://goo.gl/fb/xUTxEO",2015
17,"MPT em Campinas, SP, mira assédio moral a funcionários de telemarketing https://goo.gl/fb/xUFvSE",2015
18,"New post: ""MPT em Campinas, SP, mira assédio moral a funcionários de telemarketing"" ift.tt/1LSNDdX",2015
19,"MPT em Campinas, SP, mira assédio moral a funcionários de telemarketing ift.tt/1LSNDdX",2015
20,"New post: ""MPT em Campinas, SP, mira assédio moral a funcionários de telemarketing"" ift.tt/1LSNDdX",2015
21,"MPT em Campinas, SP, mira assédio moral a funcionários de telemarketing glo.bo/1NZxtpe",2015
22,"Funcionários do setor de telemarketing relatam série de abusos Operadores denunciam assédio moral, exploração,... https://fb.me/20z4nCwCj",2015
23,@JC_Debate acho que o assédio moral acontece principalmente no início da sua carreira e também em empresas de telemarketing.,2015
24,Aplicativo identifica e bloqueia chamadas de telemarketing blogs.estadao.com.br/link/ap… Para ficar livre do assédio criminoso da @revistagalileu!,2015
25,"Atendente de telemarketing deve receber R$ 8.000 por assédio moral de empresa ""Funcionária foi colocada em sala... https://fb.me/uYRjxwjQ",2015
26,#OperacaoBetaLab Atendente de telemarketing deve receber R$ 8.000 por assédio moral de empresa: ... bit.ly/1fhXLUU #SDV #TIMBETA,2015
27,#Noticia de Minas Atendente de telemarketing deve receber R$ 8.000 por assédio moral de empr... bit.ly/1UsVPJn #Noticia de Minas,2015
28,Atendente de telemarketing deve receber R$ 8.000 por assédio moral de empresa: ... bit.ly/1UsVPJn,2015
29,Atendente de telemarketing deve receber R$ 8.000 por assédio moral de empresa: ... bit.ly/1UsVPJn,2015
30,Atendente de telemarketing deve receber R$ 8.000 por assédio moral de empresa: ... bit.ly/1UsVPJn,2015
31,Atendente de telemarketing deve receber R$ 8.000 por assédio moral de empresa: ... bit.ly/1UsVPJn,2015
32,#NaMidia #DM Nossa proposta de fim do assédio dos consumidores por empresas de telemarketing. bit.ly/1T2DJfu,2015
33,Consumidores denunciam assédio de atendentes de telemarketing - administradores.com.br/notic… via @admnews,2015
34,@itau 11982868006 um dos números insistentes. Não sei qual terceirizada vocês usam pra telemarketing mas é muito chato todo esse assédio.,2015
35,"Não está fácil pra ninguém, nem pra atendente da NET. Cuidado Pq agora tem telemarketing com assédio hein.",2015
36,"Consumidores denunciam assédio de atendentes de telemarketing: Após ligações para oferecer serviços, profissio... bit.ly/1GMSwa6",2015
37,"É tanto caso de assédio via whatsapp vindo de atendente de telemarketing, que estou deixando de acreditar qdo dizem que tenho a voz bonita.",2015
38,@BrazilFinance tem essa tb. Se é o cara do telemarketing é assédio. Se for o bonitão no happy hour não é.,2015
39,"Cliente da NET é vitima de assedio via WhatsApp por telemarketing. Após a divulgação do caso, novos casos de... https://fb.me/6yYWnu87f",2015
40,#Mídia Cliente da NET é vítima de assédio via WhatsApp por telemarketing - Paraná-Online bit.ly/1EAetmE,2015
41,Cliente da NET é vítima de assédio via WhatsApp por telemarketing - Paraná-Online dlvr.it/B0qDCD,2015
42,Cliente da NET é vítima de assédio via WhatsApp por telemarketing - Paraná-Online dlvr.it/B0qHCR,2015
43,Cliente da NET é vítima de assédio via WhatsApp por telemarketing - Paraná-Online dlvr.it/B0qL8p,2015
44,Cliente da NET é vítima de assédio via WhatsApp por telemarketing - Paraná-Online dlvr.it/B0q3kd,2015
45,Cliente da NET é vitima de assedio via WhatsApp por telemarketing ift.tt/1KAZqlb Cliente da NET é vitima de assedio via WhatsApp …,2015
46,Cliente da NET é vitima de assedio via WhatsApp por telemarketing bit.ly/1GGx9Hu,2015
47,Consumidores denunciam assédio de atendentes de telemarketing - Administradores.com administradores.com.br/notic… via @admnews,2015
48,"Que coisa absurda é essa? ""Consumidores denunciam assédio de atendentes de telemarketing"" administradores.com.br/notic…",2015
49,Consumidores denunciam assédio de atendentes de telemarketing https://fb.me/7hyyjdDgy,2015
50,Consumidores denunciam assédio de atendentes de telemarketing - Notícias - Negócios - Administradores.com administradores.com.br/notic…,2015
51,Consumidores denunciam assédio de atendentes de telemarketing - Notícias - Negócios - administradores.com.br/notic… via @admnews,2015
52,"""Consumidores denunciam assédio de atendentes de telemarketing"" #business #feedly administradores.com.br/notic…",2015
53,Consumidores denunciam assédio de atendentes de telemarketing https://fb.me/4iGDPktIC,2015
54,Consumidores denunciam assédio de atendentes de telemarketing administradores.com.br/notic… via @admnews // Que beleza!,2015
55,Consumidores denunciam assédio de atendentes de telemarketing https://fb.me/7jFmHulzw,2015
56,#omundotadoido Consumidores denunciam assédio de atendentes de telemarketing - ln.is/com.br/8umxE via @admnews,2015
57,Consumidores denunciam assédio de atendentes de telemarketing https://fb.me/6A5ON8IsO,2015
58,Consumidores denunciam assédio de atendentes de telemarketing https://fb.me/7jKM7lRLd,2015
59,"Eu devia ter perguntado sobre assédio moral contra atendentes de telemarketing, pra usar no meu TCC. Hahaha",2015
60,Por melhorias e pelo fim do assédio moral. Os funcionários da empresa de telemarketing Atento programaram... https://fb.me/3lCzT2iS4,2015
61,"Sdds sofrer assédio moral no telemarketing, só que não",2015
62,Assédio Sexual - Justiça determina indenização à operadora de telemarketing vítima de assédio sexual - viaseg.com.br,2015
63,Justiça determina indenização à operadora de telemarketing vítima de assédio sexual - https://goo.gl/alerts/m5uH #telemarketing #callcenter #oi,2015
64,Justiça determina indenização à operadora de telemarketing vítima de assédio sexual Leia a matéria:... https://fb.me/2DA9Ww4Xz,2015
65,Justiça determina indenização à operadora de telemarketing vítima de assédio sexual Leia a matéria:... https://fb.me/7maGv4PMn,2015
66,Justiça determina indenização à operadora de telemarketing vítima de assédio sexual buff.ly/1A4djDV,2015
67,Justiça determina indenização à operadora de telemarketing vítima de assédio sexual Leia mais em nosso blog:... https://fb.me/3e2ehvM11,2015
68,"michelgomesvinagre.jur.adv.b…, Justiça determina indenização à operadora de telemarketing vítima de assédio sexual",2015
69,DF: Justiça determina indenização à operadora de telemarketing vítima de assédio sexual https://goo.gl/fb/czJ9TH,2015
70,"TRT 10ª Região: ""Justiça determina indenização à operadora de telemarketing vítima de assédio sexual""",2015
